"chr"	"start"	"end"	"name"
19	56003905	56754089	"0_1_0_0_0_0_0_0_0_1_0_1_0.338"
19	56853065	57486307	"0_1_0_0_0_0_0_0_0_1_0_1_0.602"
19	57941679	58253410	"0_1_0_0_0_0_0_0_0_1_0_1_0.245"
19	58321497	58467479	"0_1_0_0_0_0_0_0_0_1_0_1_0.85"
19	58509904	59066046	"0_1_0_0_0_0_0_0_0_1_0_1_0.516"
20	20065168	20128234	"0_1_0_0_0_0_0_0_0_1_0_1_0.50"
21	48989926	49403505	"0_1_0_0_0_0_0_0_0_1_0_1_0.87"
21	76995120	100331734	"0_1_0_0_0_0_0_0_0_1_0_1_0.1593"
1	93856421	94508155	"1_1_1_1_1_0_0_0_0_1_1_1_1.452"
1	243184022	243760638	"1_1_1_1_1_0_0_0_0_1_1_1_1.506"
1	245029330	246561491	"1_1_1_1_1_0_0_0_0_1_1_1_1.629"
1	246685788	246766282	"1_1_1_1_1_0_0_0_0_1_1_1_1.27"
1	247201247	249010881	"1_1_1_1_1_0_0_0_0_1_1_1_1.243"
1	249242673	249424008	"1_1_1_1_1_0_0_0_0_1_1_1_1.81"
1	249497855	250557116	"1_1_1_1_1_0_0_0_0_1_1_1_1.146"
1	264628647	264746331	"1_1_1_1_1_0_0_0_0_1_1_1_1.110"
2	29933416	30569290	"1_1_1_1_1_0_0_0_0_1_1_1_1.395"
2	31225406	31835608	"1_1_1_1_1_0_0_0_0_1_1_1_1.256"
2	59279220	59832367	"1_1_1_1_1_0_0_0_0_1_1_1_1.421"
2	64250448	64995424	"1_1_1_1_1_0_0_0_0_1_1_1_1.554"
2	65185646	65763290	"1_1_1_1_1_0_0_0_0_1_1_1_1.284"
2	75873681	76541283	"1_1_1_1_1_0_0_0_0_1_1_1_1.389"
2	77452957	77728340	"1_1_1_1_1_0_0_0_0_1_1_1_1.62"
2	77857163	78214871	"1_1_1_1_1_0_0_0_0_1_1_1_1.136"
2	79217626	80105526	"1_1_1_1_1_0_0_0_0_1_1_1_1.162"
2	80254454	80456494	"1_1_1_1_1_0_0_0_0_1_1_1_1.63"
2	80572884	80692243	"1_1_1_1_1_0_0_0_0_1_1_1_1.44"
2	81327063	81495659	"1_1_1_1_1_0_0_0_0_1_1_1_1.66"
2	98649065	112267754	"1_1_1_1_1_0_0_0_0_1_1_1_1.7575"
2	209565207	209794898	"1_1_1_1_1_0_0_0_0_1_1_1_1.47"
2	210526685	211034632	"1_1_1_1_1_0_0_0_0_1_1_1_1.334"
2	223669361	223761693	"1_1_1_1_1_0_0_0_0_1_1_1_1.25"
2	223869089	225179385	"1_1_1_1_1_0_0_0_0_1_1_1_1.399"
2	225216560	225274124	"1_1_1_1_1_0_0_0_0_1_1_1_1.21"
2	225944208	225961606	"1_1_1_1_1_0_0_0_0_1_1_1_1.25"
3	12018430	12073955	"1_1_1_1_1_0_0_0_0_1_1_1_1.32"
3	14616399	14954094	"1_1_1_1_1_0_0_0_0_1_1_1_1.38"
3	15102894	15188394	"1_1_1_1_1_0_0_0_0_1_1_1_1.24"
3	15235197	15357074	"1_1_1_1_1_0_0_0_0_1_1_1_1.39"
3	21088072	23867181	"1_1_1_1_1_0_0_0_0_1_1_1_1.1199"
3	24046725	24133120	"1_1_1_1_1_0_0_0_0_1_1_1_1.29"
3	127047326	127119171	"1_1_1_1_1_0_0_0_0_1_1_1_1.108"
4	7518221	8719215	"1_1_1_1_1_0_0_0_0_1_1_1_1.567"
4	11562349	11666309	"1_1_1_1_1_0_0_0_0_1_1_1_1.75"
4	160178796	161984387	"1_1_1_1_1_0_0_0_0_1_1_1_1.543"
5	143674941	144357339	"1_1_1_1_1_0_0_0_0_1_1_1_1.498"
5	156860194	157301109	"1_1_1_1_1_0_0_0_0_1_1_1_1.377"
7	18341454	18371309	"1_1_1_1_1_0_0_0_0_1_1_1_1.38"
7	23467158	23711297	"1_1_1_1_1_0_0_0_0_1_1_1_1.50"
7	23817671	24090674	"1_1_1_1_1_0_0_0_0_1_1_1_1.69"
7	105867544	108417019	"1_1_1_1_1_0_0_0_0_1_1_1_1.1602"
7	134399094	134752354	"1_1_1_1_1_0_0_0_0_1_1_1_1.85"
7	134872631	134905835	"1_1_1_1_1_0_0_0_0_1_1_1_1.31"
7	135734775	136472092	"1_1_1_1_1_0_0_0_0_1_1_1_1.591"
7	137110378	137304896	"1_1_1_1_1_0_0_0_0_1_1_1_1.57"
7	137336584	137684595	"1_1_1_1_1_0_0_0_0_1_1_1_1.125"
7	137750939	137905271	"1_1_1_1_1_0_0_0_0_1_1_1_1.41"
7	138043257	138240972	"1_1_1_1_1_0_0_0_0_1_1_1_1.76"
7	138400170	138453576	"1_1_1_1_1_0_0_0_0_1_1_1_1.33"
7	138490588	139988200	"1_1_1_1_1_0_0_0_0_1_1_1_1.981"
7	140102569	143418643	"1_1_1_1_1_0_0_0_0_1_1_1_1.1660"
7	144523315	145647795	"1_1_1_1_1_0_0_0_0_1_1_1_1.47"
8	15240305	16080133	"1_1_1_1_1_0_0_0_0_1_1_1_1.280"
8	16437894	16936972	"1_1_1_1_1_0_0_0_0_1_1_1_1.106"
8	17203228	18082662	"1_1_1_1_1_0_0_0_0_1_1_1_1.194"
8	18202861	19288354	"1_1_1_1_1_0_0_0_0_1_1_1_1.722"
8	19506877	19567723	"1_1_1_1_1_0_0_0_0_1_1_1_1.23"
8	20576787	20653755	"1_1_1_1_1_0_0_0_0_1_1_1_1.36"
8	20679272	21228026	"1_1_1_1_1_0_0_0_0_1_1_1_1.645"
8	21243083	22043245	"1_1_1_1_1_0_0_0_0_1_1_1_1.337"
8	22165970	23153950	"1_1_1_1_1_0_0_0_0_1_1_1_1.385"
8	24339807	24738018	"1_1_1_1_1_0_0_0_0_1_1_1_1.489"
8	25989438	26613875	"1_1_1_1_1_0_0_0_0_1_1_1_1.479"
8	30190611	30253972	"1_1_1_1_1_0_0_0_0_1_1_1_1.26"
8	30650687	30754785	"1_1_1_1_1_0_0_0_0_1_1_1_1.34"
8	30904625	32796368	"1_1_1_1_1_0_0_0_0_1_1_1_1.1764"
8	54122110	61273712	"1_1_1_1_1_0_0_0_0_1_1_1_1.3372"
8	61361211	63080412	"1_1_1_1_1_0_0_0_0_1_1_1_1.703"
8	63160505	67956473	"1_1_1_1_1_0_0_0_0_1_1_1_1.2915"
8	70425383	74490215	"1_1_1_1_1_0_0_0_0_1_1_1_1.2377"
8	92185995	92539855	"1_1_1_1_1_0_0_0_0_1_1_1_1.330"
8	92676214	93100784	"1_1_1_1_1_0_0_0_0_1_1_1_1.483"
8	120468043	122564693	"1_1_1_1_1_0_0_0_0_1_1_1_1.1166"
10	21188807	21382151	"1_1_1_1_1_0_0_0_0_1_1_1_1.96"
10	30756814	30851889	"1_1_1_1_1_0_0_0_0_1_1_1_1.40"
12	25779738	28038287	"1_1_1_1_1_0_0_0_0_1_1_1_1.2350"
12	28716111	28725112	"1_1_1_1_1_0_0_0_0_1_1_1_1.20"
15	27523815	28268950	"1_1_1_1_1_0_0_0_0_1_1_1_1.606"
15	88767571	89342891	"1_1_1_1_1_0_0_0_0_1_1_1_1.357"
15	90793064	91779941	"1_1_1_1_1_0_0_0_0_1_1_1_1.599"
15	91973072	92001954	"1_1_1_1_1_0_0_0_0_1_1_1_1.46"
15	93385457	93516882	"1_1_1_1_1_0_0_0_0_1_1_1_1.72"
15	93875202	94563211	"1_1_1_1_1_0_0_0_0_1_1_1_1.454"
15	94598789	94637879	"1_1_1_1_1_0_0_0_0_1_1_1_1.21"
15	96063670	96772817	"1_1_1_1_1_0_0_0_0_1_1_1_1.414"
15	96855868	97556389	"1_1_1_1_1_0_0_0_0_1_1_1_1.630"
15	97660603	98083143	"1_1_1_1_1_0_0_0_0_1_1_1_1.577"
15	98164730	98251239	"1_1_1_1_1_0_0_0_0_1_1_1_1.59"
15	98643741	98921807	"1_1_1_1_1_0_0_0_0_1_1_1_1.61"
15	99072497	99136313	"1_1_1_1_1_0_0_0_0_1_1_1_1.25"
15	99183537	99281857	"1_1_1_1_1_0_0_0_0_1_1_1_1.50"
15	99443842	99555779	"1_1_1_1_1_0_0_0_0_1_1_1_1.98"
15	99738052	100694492	"1_1_1_1_1_0_0_0_0_1_1_1_1.524"
15	100857543	101290608	"1_1_1_1_1_0_0_0_0_1_1_1_1.287"
16	9968980	11631028	"1_1_1_1_1_0_0_0_0_1_1_1_1.1163"
16	21612815	22487122	"1_1_1_1_1_0_0_0_0_1_1_1_1.70"
16	22518815	22769067	"1_1_1_1_1_0_0_0_0_1_1_1_1.35"
16	23045492	23160140	"1_1_1_1_1_0_0_0_0_1_1_1_1.39"
16	23484691	23861331	"1_1_1_1_1_0_0_0_0_1_1_1_1.99"
17	64741312	65637168	"1_1_1_1_1_0_0_0_0_1_1_1_1.710"
17	78823332	79411941	"1_1_1_1_1_0_0_0_0_1_1_1_1.653"
17	81307426	81352293	"1_1_1_1_1_0_0_0_0_1_1_1_1.20"
18	54171687	54742630	"1_1_1_1_1_0_0_0_0_1_1_1_1.248"
18	54865657	55214546	"1_1_1_1_1_0_0_0_0_1_1_1_1.208"
18	58250712	58738457	"1_1_1_1_1_0_0_0_0_1_1_1_1.333"
18	58792514	60320657	"1_1_1_1_1_0_0_0_0_1_1_1_1.1498"
18	60551518	60737669	"1_1_1_1_1_0_0_0_0_1_1_1_1.52"
19	18895047	21518732	"1_1_1_1_1_0_0_0_0_1_1_1_1.654"
19	24123658	25386280	"1_1_1_1_1_0_0_0_0_1_1_1_1.470"
19	31050727	31290823	"1_1_1_1_1_0_0_0_0_1_1_1_1.174"
19	32254024	32695961	"1_1_1_1_1_0_0_0_0_1_1_1_1.695"
19	34212551	34251554	"1_1_1_1_1_0_0_0_0_1_1_1_1.22"
19	44913994	45105447	"1_1_1_1_1_0_0_0_0_1_1_1_1.164"
20	54204	618344	"1_1_1_1_1_0_0_0_0_1_1_1_1.707"
20	829790	3139603	"1_1_1_1_1_0_0_0_0_1_1_1_1.759"
20	3660401	5757380	"1_1_1_1_1_0_0_0_0_1_1_1_1.1998"
20	6526983	6805895	"1_1_1_1_1_0_0_0_0_1_1_1_1.113"
20	7130331	7204129	"1_1_1_1_1_0_0_0_0_1_1_1_1.41"
20	10916183	11148257	"1_1_1_1_1_0_0_0_0_1_1_1_1.71"
20	11857660	13453763	"1_1_1_1_1_0_0_0_0_1_1_1_1.844"
21	6332681	10858060	"1_1_1_1_1_0_0_0_0_1_1_1_1.300"
21	11268843	11685599	"1_1_1_1_1_0_0_0_0_1_1_1_1.38"
21	138898784	139537737	"1_1_1_1_1_0_0_0_0_1_1_1_1.124"
1	27432119	28365567	"1_1_1_1_1_0_1_0_0_1_1_1_1.904"
1	124287026	125499215	"1_1_1_1_1_0_1_0_0_1_1_1_1.648"
1	155738750	155763512	"1_1_1_1_1_0_1_0_0_1_1_1_1.20"
1	156509734	156638901	"1_1_1_1_1_0_1_0_0_1_1_1_1.74"
1	189297691	189388700	"1_1_1_1_1_0_1_0_0_1_1_1_1.25"
1	189445640	193635180	"1_1_1_1_1_0_1_0_0_1_1_1_1.2093"
1	194076883	194580835	"1_1_1_1_1_0_1_0_0_1_1_1_1.362"
2	253547498	254796388	"1_1_1_1_1_0_1_0_0_1_1_1_1.212"
2	255020832	255126937	"1_1_1_1_1_0_1_0_0_1_1_1_1.27"
2	255959218	256707366	"1_1_1_1_1_0_1_0_0_1_1_1_1.376"
2	256825725	257155421	"1_1_1_1_1_0_1_0_0_1_1_1_1.134"
2	257240748	258440753	"1_1_1_1_1_0_1_0_0_1_1_1_1.337"
2	258575379	258684640	"1_1_1_1_1_0_1_0_0_1_1_1_1.22"
2	258802143	259137851	"1_1_1_1_1_0_1_0_0_1_1_1_1.85"
2	259182651	259431273	"1_1_1_1_1_0_1_0_0_1_1_1_1.235"
3	61035044	61744390	"1_1_1_1_1_0_1_0_0_1_1_1_1.348"
3	134599120	135759020	"1_1_1_1_1_0_1_0_0_1_1_1_1.643"
3	135948025	136580299	"1_1_1_1_1_0_1_0_0_1_1_1_1.237"
3	141786669	141959345	"1_1_1_1_1_0_1_0_0_1_1_1_1.155"
3	170143873	171176709	"1_1_1_1_1_0_1_0_0_1_1_1_1.720"
3	175482727	177388236	"1_1_1_1_1_0_1_0_0_1_1_1_1.671"
4	34975583	34995596	"1_1_1_1_1_0_1_0_0_1_1_1_1.22"
4	94632049	95293452	"1_1_1_1_1_0_1_0_0_1_1_1_1.114"
4	95414560	96338396	"1_1_1_1_1_0_1_0_0_1_1_1_1.930"
4	104420289	104629175	"1_1_1_1_1_0_1_0_0_1_1_1_1.270"
4	118076115	121470020	"1_1_1_1_1_0_1_0_0_1_1_1_1.2888"
4	157056868	158076010	"1_1_1_1_1_0_1_0_0_1_1_1_1.477"
4	158151147	158458807	"1_1_1_1_1_0_1_0_0_1_1_1_1.290"
5	30122105	30208668	"1_1_1_1_1_0_1_0_0_1_1_1_1.21"
5	149286744	149403906	"1_1_1_1_1_0_1_0_0_1_1_1_1.92"
6	126108389	126127576	"1_1_1_1_1_0_1_0_0_1_1_1_1.33"
6	126237932	126456911	"1_1_1_1_1_0_1_0_0_1_1_1_1.170"
7	39085733	39971779	"1_1_1_1_1_0_1_0_0_1_1_1_1.483"
7	40895924	42347233	"1_1_1_1_1_0_1_0_0_1_1_1_1.892"
7	67508917	67641122	"1_1_1_1_1_0_1_0_0_1_1_1_1.62"
7	133213601	133378322	"1_1_1_1_1_0_1_0_0_1_1_1_1.70"
7	133522606	134387986	"1_1_1_1_1_0_1_0_0_1_1_1_1.725"
9	18221173	18312208	"1_1_1_1_1_0_1_0_0_1_1_1_1.49"
9	18419217	19021050	"1_1_1_1_1_0_1_0_0_1_1_1_1.88"
9	19330091	20002015	"1_1_1_1_1_0_1_0_0_1_1_1_1.329"
9	20025355	20459839	"1_1_1_1_1_0_1_0_0_1_1_1_1.238"
9	22854221	22925984	"1_1_1_1_1_0_1_0_0_1_1_1_1.42"
9	78260310	79008868	"1_1_1_1_1_0_1_0_0_1_1_1_1.294"
9	79966170	80111679	"1_1_1_1_1_0_1_0_0_1_1_1_1.24"
10	36217662	38258778	"1_1_1_1_1_0_1_0_0_1_1_1_1.1012"
10	45981247	50727372	"1_1_1_1_1_0_1_0_0_1_1_1_1.2430"
10	50808845	51323680	"1_1_1_1_1_0_1_0_0_1_1_1_1.711"
10	52101046	52357717	"1_1_1_1_1_0_1_0_0_1_1_1_1.242"
10	52372144	52585720	"1_1_1_1_1_0_1_0_0_1_1_1_1.174"
10	52707877	52829250	"1_1_1_1_1_0_1_0_0_1_1_1_1.113"
10	53921113	55026591	"1_1_1_1_1_0_1_0_0_1_1_1_1.579"
10	77175760	77368588	"1_1_1_1_1_0_1_0_0_1_1_1_1.53"
10	77517023	77752812	"1_1_1_1_1_0_1_0_0_1_1_1_1.247"
10	77801542	77925701	"1_1_1_1_1_0_1_0_0_1_1_1_1.30"
10	81491984	81941023	"1_1_1_1_1_0_1_0_0_1_1_1_1.107"
10	82225578	82439740	"1_1_1_1_1_0_1_0_0_1_1_1_1.25"
10	83397714	83441559	"1_1_1_1_1_0_1_0_0_1_1_1_1.22"
10	83925988	84280022	"1_1_1_1_1_0_1_0_0_1_1_1_1.306"
10	98916701	98978286	"1_1_1_1_1_0_1_0_0_1_1_1_1.60"
11	42837032	45179746	"1_1_1_1_1_0_1_0_0_1_1_1_1.2037"
11	48393534	50895226	"1_1_1_1_1_0_1_0_0_1_1_1_1.2723"
11	57220055	57274983	"1_1_1_1_1_0_1_0_0_1_1_1_1.73"
11	60113428	60394515	"1_1_1_1_1_0_1_0_0_1_1_1_1.304"
11	67236738	69812439	"1_1_1_1_1_0_1_0_0_1_1_1_1.1200"
12	6274096	6385313	"1_1_1_1_1_0_1_0_0_1_1_1_1.89"
12	21822324	21849995	"1_1_1_1_1_0_1_0_0_1_1_1_1.29"
12	22684290	25257890	"1_1_1_1_1_0_1_0_0_1_1_1_1.1877"
13	55197413	55273045	"1_1_1_1_1_0_1_0_0_1_1_1_1.30"
13	55323518	55377710	"1_1_1_1_1_0_1_0_0_1_1_1_1.32"
13	55423337	55437848	"1_1_1_1_1_0_1_0_0_1_1_1_1.31"
13	80150577	80728857	"1_1_1_1_1_0_1_0_0_1_1_1_1.133"
14	8136231	8331848	"1_1_1_1_1_0_1_0_0_1_1_1_1.31"
14	8507217	8587949	"1_1_1_1_1_0_1_0_0_1_1_1_1.41"
14	8903130	9130542	"1_1_1_1_1_0_1_0_0_1_1_1_1.594"
15	20055667	20477754	"1_1_1_1_1_0_1_0_0_1_1_1_1.266"
15	78237093	81321093	"1_1_1_1_1_0_1_0_0_1_1_1_1.4301"
16	46518882	46561249	"1_1_1_1_1_0_1_0_0_1_1_1_1.32"
18	5977661	6113328	"1_1_1_1_1_0_1_0_0_1_1_1_1.24"
18	12189152	12321415	"1_1_1_1_1_0_1_0_0_1_1_1_1.34"
18	52610007	54149109	"1_1_1_1_1_0_1_0_0_1_1_1_1.1464"
20	7211054	8074297	"1_1_1_1_1_0_1_0_0_1_1_1_1.302"
20	40217169	40541747	"1_1_1_1_1_0_1_0_0_1_1_1_1.185"
20	42013013	42337732	"1_1_1_1_1_0_1_0_0_1_1_1_1.194"
20	43259506	45700840	"1_1_1_1_1_0_1_0_0_1_1_1_1.1537"
20	48492851	48714346	"1_1_1_1_1_0_1_0_0_1_1_1_1.51"
20	52011572	52157180	"1_1_1_1_1_0_1_0_0_1_1_1_1.314"
20	53203962	53441265	"1_1_1_1_1_0_1_0_0_1_1_1_1.70"
20	53997633	54175335	"1_1_1_1_1_0_1_0_0_1_1_1_1.74"
20	54281568	54639130	"1_1_1_1_1_0_1_0_0_1_1_1_1.73"
20	54925252	56200536	"1_1_1_1_1_0_1_0_0_1_1_1_1.422"
2	177359581	178236866	"1_1_1_1_1_0_0_0_0_1_0_1_0.539"
2	178776051	178864187	"1_1_1_1_1_0_0_0_0_1_0_1_0.21"
2	179323664	179520750	"1_1_1_1_1_0_0_0_0_1_0_1_0.189"
2	179543778	179935530	"1_1_1_1_1_0_0_0_0_1_0_1_0.278"
2	202304614	203048898	"1_1_1_1_1_0_0_0_0_1_0_1_0.343"
2	203188180	206020275	"1_1_1_1_1_0_0_0_0_1_0_1_0.1777"
2	207253170	209922119	"1_1_1_1_1_0_0_0_0_1_0_1_0.1189"
2	210017248	210448939	"1_1_1_1_1_0_0_0_0_1_0_1_0.235"
2	213507392	214434355	"1_1_1_1_1_0_0_0_0_1_0_1_0.616"
2	214473750	215019087	"1_1_1_1_1_0_0_0_0_1_0_1_0.232"
2	215569267	215709926	"1_1_1_1_1_0_0_0_0_1_0_1_0.131"
2	217143762	217522235	"1_1_1_1_1_0_0_0_0_1_0_1_0.137"
2	218255397	219874659	"1_1_1_1_1_0_0_0_0_1_0_1_0.1542"
2	219946543	220902465	"1_1_1_1_1_0_0_0_0_1_0_1_0.1313"
2	222704196	222895570	"1_1_1_1_1_0_0_0_0_1_0_1_0.163"
2	223160801	223346500	"1_1_1_1_1_0_0_0_0_1_0_1_0.62"
2	223401145	223788123	"1_1_1_1_1_0_0_0_0_1_0_1_0.199"
2	226010215	226311641	"1_1_1_1_1_0_0_0_0_1_0_1_0.375"
3	36275811	36865664	"1_1_1_1_1_0_0_0_0_1_0_1_0.392"
3	36930983	37288189	"1_1_1_1_1_0_0_0_0_1_0_1_0.137"
3	44413425	44739804	"1_1_1_1_1_0_0_0_0_1_0_1_0.64"
3	44806206	44957606	"1_1_1_1_1_0_0_0_0_1_0_1_0.48"
3	45065205	45733372	"1_1_1_1_1_0_0_0_0_1_0_1_0.422"
4	169775789	169914201	"1_1_1_1_1_0_0_0_0_1_0_1_0.153"
4	184052229	184195686	"1_1_1_1_1_0_0_0_0_1_0_1_0.32"
8	88787290	90660699	"1_1_1_1_1_0_0_0_0_1_0_1_0.2340"
10	8076912	8226144	"1_1_1_1_1_0_0_0_0_1_0_1_0.78"
10	9360937	13617000	"1_1_1_1_1_0_0_0_0_1_0_1_0.3454"
10	14892035	19022796	"1_1_1_1_1_0_0_0_0_1_0_1_0.4970"
10	19073725	19114372	"1_1_1_1_1_0_0_0_0_1_0_1_0.35"
10	19131779	19165919	"1_1_1_1_1_0_0_0_0_1_0_1_0.22"
10	19350142	19456017	"1_1_1_1_1_0_0_0_0_1_0_1_0.67"
10	20343342	20494331	"1_1_1_1_1_0_0_0_0_1_0_1_0.187"
13	104704932	105927116	"1_1_1_1_1_0_0_0_0_1_0_1_0.1185"
13	107224673	108197726	"1_1_1_1_1_0_0_0_0_1_0_1_0.561"
13	108746924	108920387	"1_1_1_1_1_0_0_0_0_1_0_1_0.48"
13	110980579	113120618	"1_1_1_1_1_0_0_0_0_1_0_1_0.465"
15	11175117	12182017	"1_1_1_1_1_0_0_0_0_1_0_1_0.1467"
15	12246724	12739211	"1_1_1_1_1_0_0_0_0_1_0_1_0.703"
15	14426574	15075988	"1_1_1_1_1_0_0_0_0_1_0_1_0.1008"
15	15800976	15853328	"1_1_1_1_1_0_0_0_0_1_0_1_0.22"
15	33825636	37432981	"1_1_1_1_1_0_0_0_0_1_0_1_0.174"
17	73567927	74191616	"1_1_1_1_1_0_0_0_0_1_0_1_0.493"
17	76839173	77123555	"1_1_1_1_1_0_0_0_0_1_0_1_0.295"
18	57862407	58731205	"1_1_1_1_1_0_0_0_0_1_0_1_0.347"
18	58817394	58973840	"1_1_1_1_1_0_0_0_0_1_0_1_0.158"
18	59051264	59263770	"1_1_1_1_1_0_0_0_0_1_0_1_0.152"
18	59758936	60118222	"1_1_1_1_1_0_0_0_0_1_0_1_0.122"
18	60349017	61080195	"1_1_1_1_1_0_0_0_0_1_0_1_0.433"
18	61177766	62347106	"1_1_1_1_1_0_0_0_0_1_0_1_0.1303"
18	62380003	62909178	"1_1_1_1_1_0_0_0_0_1_0_1_0.419"
18	69261997	69749701	"1_1_1_1_1_0_0_0_0_1_0_1_0.191"
18	69889676	70037781	"1_1_1_1_1_0_0_0_0_1_0_1_0.315"
21	27493148	28533294	"1_1_1_1_1_0_0_0_0_1_0_1_0.157"
21	29288800	36757052	"1_1_1_1_1_0_0_0_0_1_0_1_0.1027"
21	52967857	56156175	"1_1_1_1_1_0_0_0_0_1_0_1_0.228"
21	75897566	80035602	"1_1_1_1_1_0_0_0_0_1_0_1_0.164"
21	110700061	116208966	"1_1_1_1_1_0_0_0_0_1_0_1_0.1117"
21	118096283	118856091	"1_1_1_1_1_0_0_0_0_1_0_1_0.166"
21	123555756	123749281	"1_1_1_1_1_0_0_0_0_1_0_1_0.54"
1	19779022	20020072	"1_0_1_1_1_0_1_0_0_0_1_0_0.224"
4	50759263	51785781	"1_0_1_1_1_0_1_0_0_0_1_0_0.522"
4	52093398	52442825	"1_0_1_1_1_0_1_0_0_0_1_0_0.112"
4	80607096	81767106	"1_0_1_1_1_0_1_0_0_0_1_0_0.414"
5	70814174	71951998	"1_0_1_1_1_0_1_0_0_0_1_0_0.645"
5	72392361	72480643	"1_0_1_1_1_0_1_0_0_0_1_0_0.72"
5	72614697	72750780	"1_0_1_1_1_0_1_0_0_0_1_0_0.57"
5	72776185	74535500	"1_0_1_1_1_0_1_0_0_0_1_0_0.1628"
6	137026181	137422029	"1_0_1_1_1_0_1_0_0_0_1_0_0.180"
6	137648993	140932316	"1_0_1_1_1_0_1_0_0_0_1_0_0.1084"
6	141011609	141921333	"1_0_1_1_1_0_1_0_0_0_1_0_0.436"
6	145076527	145293003	"1_0_1_1_1_0_1_0_0_0_1_0_0.202"
7	13784142	13874187	"1_0_1_1_1_0_1_0_0_0_1_0_0.90"
7	35434891	36197128	"1_0_1_1_1_0_1_0_0_0_1_0_0.398"
7	40647624	40836816	"1_0_1_1_1_0_1_0_0_0_1_0_0.137"
7	42508140	42904131	"1_0_1_1_1_0_1_0_0_0_1_0_0.220"
7	42932143	43667726	"1_0_1_1_1_0_1_0_0_0_1_0_0.430"
7	123889363	124920911	"1_0_1_1_1_0_1_0_0_0_1_0_0.938"
7	127750888	128096402	"1_0_1_1_1_0_1_0_0_0_1_0_0.617"
7	133314302	133540594	"1_0_1_1_1_0_1_0_0_0_1_0_0.184"
9	23504269	24749279	"1_0_1_1_1_0_1_0_0_0_1_0_0.661"
9	93542505	94300665	"1_0_1_1_1_0_1_0_0_0_1_0_0.263"
10	80972945	81133475	"1_0_1_1_1_0_1_0_0_0_1_0_0.237"
10	82721377	82832195	"1_0_1_1_1_0_1_0_0_0_1_0_0.29"
13	68861372	70856865	"1_0_1_1_1_0_1_0_0_0_1_0_0.1549"
14	59324530	61391395	"1_0_1_1_1_0_1_0_0_0_1_0_0.1625"
14	112307839	112522577	"1_0_1_1_1_0_1_0_0_0_1_0_0.80"
14	112690667	115478732	"1_0_1_1_1_0_1_0_0_0_1_0_0.1970"
15	60184842	67058896	"1_0_1_1_1_0_1_0_0_0_1_0_0.6993"
18	63733685	65057225	"1_0_1_1_1_0_1_0_0_0_1_0_0.688"
18	65139401	65680272	"1_0_1_1_1_0_1_0_0_0_1_0_0.609"
18	68338065	68792593	"1_0_1_1_1_0_1_0_0_0_1_0_0.288"
19	40334884	42944239	"1_0_1_1_1_0_1_0_0_0_1_0_0.2506"
19	43320770	43461777	"1_0_1_1_1_0_1_0_0_0_1_0_0.178"
1	17794945	19128873	"0_0_0_0_0_0_0_1_0_0_0_0_1.631"
1	19779142	20008191	"0_0_0_0_0_0_0_1_0_0_0_0_1.94"
1	21917576	24270697	"0_0_0_0_0_0_0_1_0_0_0_0_1.512"
1	184993653	187584314	"0_0_0_0_0_0_0_1_0_0_0_0_1.2671"
1	188176104	189081346	"0_0_0_0_0_0_0_1_0_0_0_0_1.738"
2	239283016	239348439	"0_0_0_0_0_0_0_1_0_0_0_0_1.28"
2	249888247	250842608	"0_0_0_0_0_0_0_1_0_0_0_0_1.960"
2	250998627	251369523	"0_0_0_0_0_0_0_1_0_0_0_0_1.357"
2	251555760	252198716	"0_0_0_0_0_0_0_1_0_0_0_0_1.476"
3	34395986	35109888	"0_0_0_0_0_0_0_1_0_0_0_0_1.767"
3	43076544	43279292	"0_0_0_0_0_0_0_1_0_0_0_0_1.143"
3	43448323	43521171	"0_0_0_0_0_0_0_1_0_0_0_0_1.41"
3	43622692	44738718	"0_0_0_0_0_0_0_1_0_0_0_0_1.417"
3	46215378	46440513	"0_0_0_0_0_0_0_1_0_0_0_0_1.60"
3	47288933	48503080	"0_0_0_0_0_0_0_1_0_0_0_0_1.420"
5	16844270	18928103	"0_0_0_0_0_0_0_1_0_0_0_0_1.1906"
5	23459220	23734537	"0_0_0_0_0_0_0_1_0_0_0_0_1.235"
7	68021370	71440391	"0_0_0_0_0_0_0_1_0_0_0_0_1.1719"
7	103130041	104350446	"0_0_0_0_0_0_0_1_0_0_0_0_1.1008"
8	99982215	102926170	"0_0_0_0_0_0_0_1_0_0_0_0_1.4109"
9	105711538	105891026	"0_0_0_0_0_0_0_1_0_0_0_0_1.275"
9	106773277	107042353	"0_0_0_0_0_0_0_1_0_0_0_0_1.236"
11	16307972	16654894	"0_0_0_0_0_0_0_1_0_0_0_0_1.53"
11	16734841	17387737	"0_0_0_0_0_0_0_1_0_0_0_0_1.345"
11	17838402	18150721	"0_0_0_0_0_0_0_1_0_0_0_0_1.135"
11	18283407	18338506	"0_0_0_0_0_0_0_1_0_0_0_0_1.23"
11	18433287	18473707	"0_0_0_0_0_0_0_1_0_0_0_0_1.83"
11	18706652	19127836	"0_0_0_0_0_0_0_1_0_0_0_0_1.133"
11	55977074	57212655	"0_0_0_0_0_0_0_1_0_0_0_0_1.140"
11	57757063	57860579	"0_0_0_0_0_0_0_1_0_0_0_0_1.57"
12	16795017	16818446	"0_0_0_0_0_0_0_1_0_0_0_0_1.31"
